"mention_id","mention_title","mention_text","mention_url","mention_creationdate","mention_sentiment","mention_deleted","source_url","author_nick","author_name","author_url","author_type","author_additiondate","author_modificationdate","author_readers","author_excluded","author_image","mention_image"
"http://twitter.com/Maggi_Grey/statuses/582937522155614208","RT @KatrinDamaskina: <b>@Maggi</b>_Grey нууу хуже, чем хотелось бы, а у тебя?","RT @KatrinDamaskina: <b>@Maggi</b>_Grey нууу хуже, чем хотелось бы, а у тебя?","http://twitter.com/Maggi_Grey/statuses/582937522155614208","2015-03-31T19:08:30","-1","0","twitter.com","Maggi_Grey","#Sherlock #Skins #30STM","http://twitter.com/Maggi_Grey","2","2014-03-01T14:49:55.7230000","2015-06-21T14:13:33.9870000","1086","1","https://pbs.twimg.com/profile_images/609560427563843585/BitUi_0B_normal.jpg",NA
"http://twitter.com/Maggi_Grey/statuses/609036287891234817","","RT @eihra1996: <b>@Maggi</b>_Grey ну такое. Вроде все хорошо, а вроде как и не очень. Ты как??","http://twitter.com/Maggi_Grey/statuses/609036287891234817","2015-06-11T19:35:41","1","0","twitter.com","Maggi_Grey","#Sherlock #Skins #30STM","http://twitter.com/Maggi_Grey","2","2014-03-01T14:49:55.7230000","2015-06-21T14:13:33.9870000","1086","1","https://pbs.twimg.com/profile_images/609560427563843585/BitUi_0B_normal.jpg",NA
"http://twitter.com/Maggi_Grey/statuses/610717507276574720","","RT @lBlowMel: <b>@Maggi</b>_Grey спасибо :3 ???","http://twitter.com/Maggi_Grey/statuses/610717507276574720","2015-06-16T10:56:18.7409857","1","0","twitter.com","Maggi_Grey","#Sherlock #Skins #30STM","http://twitter.com/Maggi_Grey","2","2014-03-01T14:49:55.7230000","2015-06-21T14:13:33.9870000","1086","1","https://pbs.twimg.com/profile_images/609560427563843585/BitUi_0B_normal.jpg",NA
"https://plus.google.com/116997832759893459506/posts/13uzwYgt5ub","How To Wean Kids Away From <b>Maggi</b> And Other Noodles..!! #‎HealthTips‬ ‪#‎HowTo‬ ‪#‎Wean‬ ‪#‎<b>Maggi</b>‬ Read...","How To Wean Kids Away From <b>Maggi</b> And Other Noodles..!!#?HealthTips? ?#?HowTo? ?#?Wean? ?#?<b>Maggi</b>? Read More :- http://goo.gl/iSWUil?","https://plus.google.com/116997832759893459506/posts/13uzwYgt5ub","2015-06-29T16:45:13.9480000","0","1","plus.google.com","Latest News From India","","https://plus.google.com/116997832759893459506","2","2015-06-26T15:40:25.0530000","2015-06-26T15:40:25.0530000","-1","0",NA,NA
"http://www.facebook.com/1075981745765888","(҂` ... \_ अब किसी ने भी मैगी वाला मेसेज किया तो गोली मार दूंगा : Maggi...","_/? ... \_ ?? ???? ?? ?? ???? ???? ????? ???? ?? ???? ??? ????? : Maggi ?? ???? ???? ??? ???? ??? ???? ?? samples ?? check kare. ???? ?? ???? ??? ???? ;) :p :v.","http://www.facebook.com/permalink.php?id=661344390562961&story_fbid=1075981745765888","2015-06-18T09:07:14","0","1","facebook.com","www.facebook.com/profile.php","www.facebook.com/profile.php","http://www.facebook.com/profile.php?id=661344390562961","2","2015-05-28T18:06:14.5670000","2015-05-28T18:06:14.5670000","-1","0",NA,NA
"http://twitter.com/KatrinDamaskina/statuses/582553743599755264","<b>@Maggi</b>_Grey они снимают)0)))","<b>@Maggi</b>_Grey они снимают)0)))","http://twitter.com/KatrinDamaskina/statuses/582553743599755264","2015-03-30T17:43:30","0","0","twitter.com","KatrinDamaskina","ЛЮБИМЫЙ МУЖЕНЕК: @apricot_reason #killjoy #echelon #greenday #theprettyreckless #слэшер #фандомныйшлюх и #сериальныйзадрот МОЯ. ТЕРРИТОРИЯ. СЦУК.","http://twitter.com/KatrinDamaskina","2","0001-01-01T00:00:00","2015-06-06T12:21:36.4030000","650","1","https://pbs.twimg.com/profile_images/482597351249702912/yK8nRtaB_normal.jpeg",NA
"http://vk.com/wall-46332244_23926","Блогер Вася Пупкин и комментаторы Забавная пьеса, демонстрирующая уровень комментариев в социальная сетях. В интернете "," ...  крабовых палочек, 500 г майонезика, приправу Кнорр, все смешиваете и выкладываете на блюдо. Можно украсить веточками кудрявой петрушки. Надежда Хлопотунья: Ой, спасибо, Верочка! Сохранила рецептик. Обязательно приготовлю! Должно быть нежненько. А Кнорр можно заменить на <b>Магги</b>? Евгений Хмурый: Ну и зачем такое писать? Ну, не понравилось и не понравилось. Могли бы и промолчать. А то только раскачиваете лодку на радость либералам. Илья Тревожный: Лучше бы написал, как ваш саратовский мэр бюджет ... ","http://vk.com/wall-46332244_23926","2015-03-23T22:55:05","1","0","vk.com","dic_doc","Информационно-аналитичесий и развлекательный ресурс.

Актуальные новости, приколы, аналитические и публицистические статьи.

Нас объединяет стремление к эффективной работе с информацией. Умение воспринимать её (""doc"" - по латыни ""учи"") и доносить до других (""dic"" - ""говори""). Также наш интерес - рассказывать о методах манипуляции общественным мнением.
Подробнее: http://vk.cc/2hMRga","http://vk.com/club46332244","8","2014-02-11T23:17:03.1930000","2015-07-13T00:15:05.5170000","2937","0",NA,NA
"https://instagram.com/p/0KkymqxWSK/#939746310104638863","Комментарий в Instagram","Просто пергамент и мамины домашние специи! :) Нямка! @pp_3.03.2015 Хотя, думаю <b>магги</b> тоже можно использовать, попробую как-нибудь )","https://instagram.com/p/0KkymqxWSK","2015-03-13T14:35:11","1","0","instagram.com","fitnesskomarik","Welcome to my fitness blog!
Я - Пищевой мазохист 😂
Тренируюсь дома💪
Кто хочет результатов, у того не бывает срывов!!🍴","http://instagram.com/fitnesskomarik","2","2014-12-24T15:59:45.9130000","2015-06-05T01:11:34.0830000","1126","0",NA,NA
"http://vk.com/wall-80437535_22266","[id170558095|Владимир], нашел короче кубик <b>магги</b> с курицей и на этом всё, ебать щас похаваю","[id170558095|Владимир], нашел короче кубик <b>магги</b> с курицей и на этом всё, ебать щас похаваю","http://vk.com/wall-80437535_22266","2015-05-27T09:44:05","0","0","vk.com","http://vk.com/id136658972","Денис Комаров","http://vk.com/id136658972","4","0001-01-01T00:00:00","2015-06-26T02:30:33.2100000","216","0",NA,NA
"http://forum.autoua.net/showflat.php?Cat=0&Number=9240993&an=0&page=0#Post9247964","Re: ГБО и Европа [Re: <b>Maggi</b>]"," примерные цены за февраль. похожи на правду. какой где тип разъема тоже указано. http://autotraveler.ru/spravka/lpg-in-europe.html       ","http://forum.autoua.net/showflat.php?Cat=0&Number=9240993&an=0&page=0#Post9247964","2015-03-10T13:55:00","-1","0","forum.autoua.net","0ld","0ld","http://profile.autoua.net/91394/","2","2014-07-02T17:52:55.9170000","2014-07-02T17:52:55.9170000","-1","0",NA,NA
"http://vk.com/wall-72806338_3640","ТЕЛЕРЕКЛАМА: КАК РАСПОЗНАТЬ ПРОМЫВАНИЕ МОЗГОВ Признаки рекламного ролика, в котором основной упор делается на ""промыван"," ...  подражания. Призыв ""доктора-стоматолога"" из рекламного ролика: ""Просто возьмите НЕСКОЛЬКО подушечек Орбита и пожуйте их..."". Во многих роликах отправляют в рот сразу по две подушечки жвачки, бросают в суп не один, а два-три кубика ""<b>Магги</b>"", растворяют в стакане по две таблетки лекарства и т.д. Это подсознательно заставляет потреблять в два раза больше, т.е. тратить больше денег на приобретение рекламируемого товара. II. Психофизиологические приемы, снижающие критичность восприятия. 10. Идет ... ","http://vk.com/wall-72806338_3640","2015-05-06T10:02:02","-1","0","vk.com","ИЗНАСИЛОВАНИЕ ТВОЕГО МОЗГА","Всем привет,сегодня я трахну ваш мозг по полной программе и лишу его девственности. В данной группе я буду разоблачать всякие догмы, стереотипы и илюзии, в которые вы так страстно верите. Добро пожаловать в группу.","http://vk.com/club72806338","2","2014-08-16T19:41:51.3130000","2015-06-21T16:19:46.6930000","2799","0",NA,NA
"http://vk.com/wall138843153_1027","С 8 Марта!!! <b>Maggi</b>😻😻 http://cs624824.vk.me/v624824153/21ee7/JXaiNCWAkHQ.jpg","С 8 Марта!!! <b>Maggi</b>???? http://cs624824.vk.me/v624824153/21ee7/JXaiNCWAkHQ.jpg","http://vk.com/wall138843153_1027","2015-03-08T09:58:37","-1","1","vk.com","Irina Isaeva","Ирина Исаева","http://vk.com/id138843153","2","2015-03-08T10:32:16.3930000","2015-03-08T10:31:42.8330000","193","0",NA,NA
"http://vk.com/wall-76091195_224980","сапоги демисезонные.Каблук высокий.р.40.За 1кг.голени и приправу <b>магги</b> на второе.Ст.Кировск. http://cs623129.vk.me/v623","сапоги демисезонные.Каблук высокий.р.40.За 1кг.голени и приправу <b>магги</b> на второе.Ст.Кировск. http://cs623129.vk.me/v623129574/2a35f/d-i9oThZhRs.jpg","http://vk.com/wall-76091195_224980","2015-04-01T08:00:35","0","0","vk.com","Anna Volf","Анна Вольф","http://vk.com/id165640574","2","2015-03-07T12:18:38.7600000","2015-04-10T16:14:23.5100000","105","0",NA,NA
"http://www.facebook.com/807194259396644","विश्व योग दिवस से 'सूर्य नमस्कार' हुआ OUT...","maggi.","http://www.facebook.com/permalink.php?id=459028504213223&story_fbid=807194259396644","2015-06-07T09:18:11","0","1","facebook.com","459028504213223","haribhoomi.com","http://www.facebook.com/profile.php?id=459028504213223","8","2014-02-01T19:44:12.4670000","2014-02-01T19:44:12.4670000","-1","0",NA,NA
"http://twitter.com/BarnardLinares1/statuses/615755917330526212","","...застужен, Кидаю серый кубик <b>Maggi</b> В свой холостяцкий постный...","http://twitter.com/BarnardLinares1/statuses/615755917330526212","2015-06-30T08:37:05","-1","1","twitter.com","BarnardLinares","","http://twitter.com/BarnardLinares1","2","2015-01-19T20:06:13.6870000","2015-06-20T04:12:50.7530000","26","0","https://pbs.twimg.com/profile_images/3661068182/7170471ff960fb3b1e3016cbc6677096_normal.jpeg",NA
"http://twitter.com/GuillenJayne/statuses/601532490055057408","ПОЛЕЗНЫЕ СОВЕТЫ СОВЕТ 1 : ...(кофе и молоко), <b>Maggi</b> (супы...","ПОЛЕЗНЫЕ СОВЕТЫ СОВЕТ 1 : ...(кофе и молоко), <b>Maggi</b> (супы...","http://twitter.com/GuillenJayne/statuses/601532490055057408","2015-05-22T02:38:18.4718146","1","1","twitter.com","GuillenJayne","","http://twitter.com/GuillenJayne","2","2015-01-20T02:45:24.0130000","2015-06-17T20:28:43.6000000","16","0",NA,NA
"http://twitter.com/poruncitor/statuses/588624575002382339","думаю, охлобыстин - здоров, как в свое время были <b>здоровы</b> кашпировский с чумаком и прочие <b>маги</b>","думаю, охлобыстин - здоров, как в свое время были <b>здоровы</b> кашпировский с чумаком и прочие <b>маги</b>","http://twitter.com/poruncitor/statuses/588624575002382339","2015-04-16T11:46:49","1","1","twitter.com","Светлана Терёхина","мотивация и демотивация единично взятой дурочки","http://twitter.com/poruncitor","2","2014-12-03T12:27:56.8800000","2015-04-16T16:23:33.2570000","869","0",NA,NA
"http://vk.com/wall-54086381_1927093","Берешь роллтон два пакета . Лучше чесно спизженых из магаза. Тщательно ломаешь их и ссыпаешь в чашку. Затем туда специи ","Берешь роллтон два пакета . Лучше чесно спизженых из магаза. Тщательно ломаешь их и ссыпаешь в чашку. Затем туда специи из пакетов. Если гурман ебашь еще кубик <b>магги</b>. Затем заливаешь кипяточком. Ебашишь туда майнезик. И заправлешь парой сосисок парезаных . И ставьшь все завариваться на 6 минут. Потом открываешь и ебашишь все с хлебом . Можешь еще тушенки вместо сосисок ебануть. И будет тебе ништяк.","http://vk.com/wall-54086381_1927093","2015-06-01T13:26:08","1","0","vk.com","http://vk.com/id33362417","Александр Кабанов","http://vk.com/id33362417","4","0001-01-01T00:00:00","2015-05-29T07:17:03.1170000","50","0",NA,NA
"https://instagram.com/p/zzjMfnvLS1/","Опубликовано в Instagram","Nudel mit <b>#Maggi</b>","https://instagram.com/p/zzjMfnvLS1","2015-03-04T15:16:56","0","1","instagram.com","Fleischkäse","","http://instagram.com/fleschkies","2","2015-03-04T20:11:31.8400000","2015-03-13T12:43:22.6630000","4","0",NA,NA
"http://www.facebook.com/986705464696508","ম্যাগি নিয়ে নড়েচড়ে বসল কলকাতা পুরসভা http...","http://zeenews.india.com/bengali/kolkata/kolkata-municipality-examining-maggi_127874.html.","http://www.facebook.com/photo.php?fbid=986705464696508","2015-05-21T19:20:20","0","1","facebook.com","297340303633031","24 Ghanta","http://www.facebook.com/profile.php?id=297340303633031","8","2014-03-10T14:18:20.9730000","2014-03-10T14:18:20.9730000","-1","0",NA,NA
"http://www.facebook.com/486468234851842","Mumma meko niche utaloab se <b>maggi</b> ne manguga....pls mumma utalo...","Mumma meko niche utaloab se <b>maggi</b> ne manguga....pls mumma utalo na... ","http://www.facebook.com/photo.php?fbid=486468234851842","2015-06-17T06:33:25","0","1","facebook.com","Mela Golu Babu Kina Shweet Hai","Mela Golu Babu Kina Shweet Hai","http://www.facebook.com/profile.php?id=356151534550180","2","2015-06-12T11:21:46.5600000","2015-06-12T11:21:46.5600000","-1","0","https://avatars.yandex.net/get-profile-avatar/feed.1010220385/normal",NA
"http://www.facebook.com/846840765371810","ပႆနာ ေျပလည္ရင္ အိႏၵိယမွာ Maggi...","Maggi ??????????? ??????????.","http://www.facebook.com/photo.php?fbid=846840765371810","2015-06-05T12:59:09","0","1","facebook.com","BBC Burmese","BBC Burmese","http://www.facebook.com/profile.php?id=166580710064489","2","2014-06-27T21:59:34.9500000","2014-06-27T21:59:34.9500000","-1","0",NA,NA
"http://twitter.com/rakko_nora/statuses/579930348169117696","Сoбеpите пятьсот оберток от бульонного кубика <b>Магги</b> и выиграйте бесплатное лечение язвы желудка! http://t.co/kVur3dYhBd #СИНЯКОТВЕТЬ","Сoбеpите пятьсот оберток от бульонного кубика <b>Магги</b> и выиграйте бесплатное лечение язвы желудка! http://t.co/kVur3dYhBd #СИНЯКОТВЕТЬ","http://twitter.com/rakko_nora/statuses/579930348169117696","2015-03-23T11:59:04","1","1","twitter.com","rakko_nora","","http://twitter.com/rakko_nora","2","0001-01-01T00:00:00","2015-06-24T13:17:51.2600000","3605","0","https://pbs.twimg.com/profile_images/609360273124798464/OdYlmQYj_normal.png",NA
"http://twitter.com/kaptagayev/statuses/578878311402614785","@MaggiMoldabaeva <b>Магги</b> бурерожденная)","@MaggiMoldabaeva <b>Магги</b> бурерожденная)","http://twitter.com/kaptagayev/statuses/578878311402614785","2015-03-20T14:18:39","0","1","twitter.com","kaptagayev","","http://twitter.com/kaptagayev","2","0001-01-01T00:00:00","2015-06-14T07:31:57.0400000","697","0","https://pbs.twimg.com/profile_images/378800000800660568/cdb0b9fd2ce709192afb899aa089754e_normal.jpeg",NA
"http://colonelcassad.livejournal.com/2205520.html?thread=376198480","Я вам больше скажу...","Как, кстати, и математики, среди учителей и основоположников этой секты кого только не было: маги, астрологи, масоны, либерасты, исключительно вредная же ересь.","http://colonelcassad.livejournal.com/2205520.html?thread=376198480","2015-05-29T14:34:53","-1","1","livejournal.com","swayn","swayn","http://swayn.livejournal.com/","2","2011-03-31T16:00:59.1630000","2011-03-31T16:07:25.5070000","-1","0",NA,NA
"https://instagram.com/p/0JBChNoWjr/","Опубликовано в Instagram","#praha <b>#maggi</b>","https://instagram.com/p/0JBChNoWjr","2015-03-12T23:21:46","0","1","instagram.com","Granit Rexha","","http://instagram.com/granitrexha","2","2015-03-13T00:40:57.3100000","2015-03-13T00:40:13.8100000","44","0",NA,NA
"http://vk.com/wall-4918594_360814","Сразу аниме ""<b>Магги</b>"" вспомнил.","Сразу аниме ""<b>Магги</b>"" вспомнил.","http://vk.com/wall-4918594_360814","2015-04-25T03:18:05","0","1","vk.com","Avatis Syozev","Аватис Сёзев","http://vk.com/id282158763","2","2015-04-25T04:05:55.8130000","2015-04-25T04:05:25.1170000","40","0",NA,NA
"http://www.facebook.com/497216337102867","[351616078284404:274:Indian National Congress] and Maggi...","@[351616078284404:274:Indian National Congress] and Maggi.","http://www.facebook.com/photo.php?fbid=497216337102867","2015-06-05T06:07:18","0","1","facebook.com","Young India","Young India","http://www.facebook.com/profile.php?id=224333267724510","2","2015-05-26T23:21:06.3630000","2015-05-26T23:21:06.3630000","-1","0",NA,NA
"http://www.facebook.com/435752919937105","BUBUR NASI UDANG Kredit : rahel-blog-rahel.blogspot.com...","Nasi putih Air Udang segar dibersihkan Halia diketuk Garam secukup rasa Pati ayam maggi. Bawang goreng Daun sup/daun bawang-dipotong Lada putih.","http://www.facebook.com/photo.php?fbid=435752919937105","2015-05-04T12:36:13","0","1","facebook.com","Aneka Resepi Kek Dan Kuih Muih","Aneka Resepi Kek Dan Kuih Muih","http://www.facebook.com/profile.php?id=240548502790882","2","2014-09-27T19:50:50.9600000","2014-09-27T19:50:50.9600000","-1","0",NA,NA
"http://www.facebook.com/694169427378398","(FOTO) Kako Nestle vara muslimane pred ramazan: Na Maggi...","(FOTO) Kako Nestle vara muslimane pred ramazan: Na Maggi supama... Jedan od citalaca Saffa poslao je ovom portalu upozorenje svim muslimanima da...","http://www.facebook.com/permalink.php?id=310447789083899&story_fbid=694169427378398","2015-06-15T20:55:59","0","1","facebook.com","Bosna i Hercegovina - Zmajevi","Bosna i Hercegovina - Zmajevi","http://www.facebook.com/profile.php?id=310447789083899","2","2015-03-24T12:29:54.7400000","2015-03-24T12:29:54.7400000","-1","0",NA,NA
"http://www.facebook.com/470338129786063"," ... lagi hai, kuch khane ko do na... ...  . Mom : 2 minute ruk, maggi lati","Mom : 2 minute ruk, maggi lati hu... ...  . Samrat : Arey yaad aaya...mera vrat hai Santoshi maa ka... ... _- #inke_roj_roj_ke_karnamese_kisiko_maja_aye_na_aye_mereko_atahe_ :v .#MaLikA.","http://www.facebook.com/permalink.php?id=459846360835240&story_fbid=470338129786063","2015-06-05T20:03:00","0","1","facebook.com","www.facebook.com/profile.php","www.facebook.com/profile.php","http://www.facebook.com/profile.php?id=459846360835240","2","2015-05-22T14:56:37.0900000","2015-05-22T14:56:37.0900000","-1","0",NA,NA
"http://twitter.com/FuckerCaptain/statuses/615938382162694145","","Если в кокаин добавить кубик «<b>Магги</b>», то он станет чуточку вреднее.","http://twitter.com/FuckerCaptain/statuses/615938382162694145","2015-06-30T20:42:08","-1","1","twitter.com","FuckerCaptain","","http://twitter.com/FuckerCaptain","2","2014-07-04T10:53:29.7030000","2015-06-07T16:54:48.5500000","418","0","https://pbs.twimg.com/profile_images/378800000761173318/e6ec6e239ab83537b563ca4b5a5e603c_normal.jpeg",NA
"http://www.facebook.com/10152865167310770","मैगी के खिलाफ केस चलाने का आदेश जारी #maggi #case","maggi. case. ???? ?? ????? ??? ????? ?? ???? ???? ?? ??????(30 ??):????? ?????? ????? ?? ???? ?????? ????? ???? ????? ?????? ?? ????? ??????.","http://www.facebook.com/permalink.php?id=187880940769&story_fbid=10152865167310770","2015-05-30T07:51:34","0","1","facebook.com","News24online","News24online","http://www.facebook.com/profile.php?id=187880940769","2","2014-06-29T00:14:06.4330000","2014-06-29T00:14:06.4330000","-1","0",NA,NA
"http://vk.com/wall173175620_1920","Присоединяюсь к флешмобу и приглашаю Вас! Идея состоит в том, чтобы заполнить социальную сеть произведениями искусства в"," ...  поэта, произведение которого он должен будет разместить на своей странице с этим текстом! Мне достался Маяковский Читайте железные книги! Под флейту золоченой буквы полезут копченые сиги и золотокудрые брюквы. А если веселостью песьей закружат созвездия «<b>Магги</b>» — бюро похоронных процессий свои проведут саркофаги. Когда же, хмур и плачевен, загасит фонарные знаки, влюбляйтесь под небом харчевен в фаянсовых чайников маки!","http://vk.com/wall173175620_1920","2015-04-26T00:10:37","0","1","vk.com","Artem Shmykov","Artem Shmykov","http://vk.com/id173175620","2","2015-04-26T01:09:36.7330000","2015-04-26T01:09:03.3530000","308","0",NA,NA
"http://vk.com/wall62106157_7865","Пьеса Действующие лица: Блогер Вася Пупкин Комментаторы Место действия: Интернет. Блогер Вася написал статус: СЕГОДНЯ ПО"," ...  крабовых палочек, 500 г майонезика, приправу Кнорр, все смешиваете и выкладываете на блюдо. Можно украсить веточками кудрявой петрушки. Надежда Хлопотунья: Ой, спасибо, Верочка! Сохранила рецептик. Обязательно приготовлю! Должно быть нежненько. А Кнорр можно заменить на <b>Магги</b>? Евгений Хмурый: Ну и зачем такое писать? Ну, не понравилось и не понравилось. Могли бы и промолчать. А то только раскачиваете лодку на радость либералам. Илья Тревожный: Лучше бы написал, как ваш саратовский мэр бюджет ... ","http://vk.com/wall62106157_7865","2015-03-22T07:31:48","1","0","vk.com","Pavel Larionov","Павел Ларионов","http://vk.com/id62106157","2","2014-10-19T21:27:24.9970000","2015-07-09T00:11:09.3270000","603","0",NA,NA
"http://twitter.com/GreyLorraine1/statuses/604564643449831425","...создатель оригинальной модели Mario <b>Maggi</b> анонсировал...","...создатель оригинальной модели Mario <b>Maggi</b> анонсировал...","http://twitter.com/GreyLorraine1/statuses/604564643449831425","2015-05-30T11:26:57","1","1","twitter.com","GreyLorraine","","http://twitter.com/GreyLorraine1","2","2015-01-19T16:23:46.1600000","2015-06-14T01:14:08.3270000","123","0","https://pbs.twimg.com/profile_images/3643465787/9a8b819d777771915b9472f9f211bbdb_normal.jpeg",NA
