"mention_id","mention_title","mention_text","mention_url","mention_creationdate","mention_sentiment","mention_deleted","source_url","author_nick","author_name","author_url","author_type","author_additiondate","author_modificationdate","author_readers","author_excluded","author_image","mention_image"
"http://twitter.com/julia14658/statuses/587811415597154304","RT @grishabugor: Мат - это как ""<b>Рафаэлло</b>"". Вместо тысячи слов.","RT @grishabugor: Мат - это как ""<b>Рафаэлло</b>"". Вместо тысячи слов.","http://twitter.com/julia14658/statuses/587811415597154304","2015-04-14T05:55:37","0","1","twitter.com","Сенсей ","julia14658","http://twitter.com/julia14658","2","2014-11-30T21:01:04.3730000","2015-05-20T15:44:51.7100000","34","0",NA,NA
"http://vk.com/wall183524720_750","Ну и погодка... Была в деревне эти выходные, когда уезжали домой, грянул ужасный гром, вспыхнула молния и ливанул дождь."," ...  через 2 все кончилось. Вдруг батя резко остановил машину. Он открыл дверь и взял что-то в руки. Когда он повернулся, мы увидели у него в руке 2 больших комка града. Это было похоже на <b>рафаэлку</b>, только в 3 раза больше. Я была в шоке. Если бы такой ком упал на машину, да и с такой высоты, проломило бы всю крышу... Стали подъезжать к городу, увидели множество деревьев, лежащих на земле ... ","http://vk.com/wall183524720_750","2015-05-24T21:59:45","-1","0","vk.com","Lida Evseeva","Лида Евсеева","http://vk.com/id183524720","2","2014-11-10T15:48:32.6630000","2015-05-24T22:00:13.6870000","179","0",NA,NA
"http://vk.com/wall296369054_143","Хороший удар в голову - это как <b>рафаэлло</b>, вместо тысячи слов. http://cs629103.vk.me/v629103054/17a9/NPOCwLpfJcg.jpg","Хороший удар в голову - это как <b>рафаэлло</b>, вместо тысячи слов. http://cs629103.vk.me/v629103054/17a9/NPOCwLpfJcg.jpg","http://vk.com/wall296369054_143","2015-06-08T10:18:47","0","0","vk.com","Roma Purchel","Рома Пурчел","http://vk.com/id296369054","2","2015-06-08T11:51:22.6830000","2015-06-08T11:51:01.9730000","47","0","https://pp.vk.me/c629103/v629103054/17a6/QNr8uc1Rh-c.jpg",NA
"http://twitter.com/hufftighvi/statuses/607729480631779328","","Мат это как <b>Рафаэло</b>, вместо 1000 слов","http://twitter.com/hufftighvi/statuses/607729480631779328","2015-06-08T05:02:53","0","1","twitter.com","hufftighvi","-мама я принцеска? -сынок. ты дибил...","http://twitter.com/hufftighvi","2","0001-01-01T00:00:00","2015-06-25T19:40:16.3030000","140","0","https://pbs.twimg.com/profile_images/378800000445769608/f03a35ce6c710d3a1bc9a3d71e18d047_normal.jpeg",NA
"http://twitter.com/TheRealMcCoy90/statuses/580079323530420226","RT @BrunaCaroll96: <b>Рафаэлло</b> для мужиков!!!)))))) http://t.co/UOXEM7YahA","RT @BrunaCaroll96: <b>Рафаэлло</b> для мужиков!!!)))))) http://t.co/UOXEM7YahA","http://twitter.com/TheRealMcCoy90/statuses/580079323530420226","2015-03-23T21:51:02","0","1","twitter.com","TheRealMcCoy90","","http://twitter.com/TheRealMcCoy90","2","2014-07-13T16:29:41.7770000","2015-05-13T16:43:27.7700000","521","0",NA,NA
"http://twitter.com/YankaDimka/statuses/578923274001911808","Какие твои любимые конфеты? — <b>рафаэлло</b> http://t.co/hHfv5cZF8H","Какие твои любимые конфеты? — <b>рафаэлло</b> http://t.co/hHfv5cZF8H","http://twitter.com/YankaDimka/statuses/578923274001911808","2015-03-20T17:17:19","1","0","twitter.com","YankaDimka","веселый общительный человек","http://twitter.com/YankaDimka","2","0001-01-01T00:00:00","2015-06-09T17:27:53.2670000","179","0","https://pbs.twimg.com/profile_images/3143583743/33f2eeab8d2bf64210dfcf6cdff4f293_normal.jpeg",NA
"http://twitter.com/PolyakovaC/statuses/618073407700213760","","RT @SamantaDarko: Скорпионы. Скорпионы на этой неделе рафаэлки.","http://twitter.com/PolyakovaC/statuses/618073407700213760","2015-07-06T18:05:58","0","0","twitter.com","PolyakovaC","polyakovac","http://twitter.com/PolyakovaC","2","0001-01-01T00:00:00","2015-07-06T20:53:46.9470000","75","0","https://avatars.yandex.net/get-profile-avatar/feed.869504323/normal",NA
"http://vk.com/wall214395733_1236","http://cs621629.vk.me/v621629733/25a50/jfIHlvfXa9M.jpg основа под бутылку Мартини с <b>Рафаэлло</b>","http://cs621629.vk.me/v621629733/25a50/jfIHlvfXa9M.jpg основа под бутылку Мартини с <b>Рафаэлло</b>","http://vk.com/wall214395733_1236","2015-05-12T13:50:24","0","0","vk.com","Ксюша Мохова","Ольга Конфетова","http://vk.com/id214395733","2","0001-01-01T00:00:00","2015-05-13T21:27:31.0330000","436","0",NA,NA
"http://vk.com/wall-61642542_86479","спс. Кристине за <b>рафаэлло</b>.","спс. Кристине за <b>рафаэлло</b>.","http://vk.com/wall-61642542_86479","2015-06-05T17:10:48","0","0","vk.com","Yury Kostin","Юрий Костин","http://vk.com/id207670371","2","2014-11-16T21:50:17.4970000","2015-06-05T17:53:10.4100000","79","0",NA,NA
"http://pravdoruboklon.diary.ru/p204753837.htm#691165433","Гость","Сразу вспоминаю ассортиправду с их «Я шипперю конфеты Рафаэлло с конфетами Ферреро Роше. Рафаэлло такие нежные, а Ферреро такие все шикарные, в золотой обертке.","http://pravdoruboklon.diary.ru/p204753837.htm#691165433","2015-06-28T13:33:33","1","0","diary.ru","","","http://pravdoruboklon.diary.ru/p204753837.htm#691165433","2","2015-06-28T17:59:01.0630000","2015-06-28T17:59:01.0630000","-1","0","https://avatars.yandex.net/get-profile-avatar/feed.389423717/normal",NA
"http://twitter.com/SPDmoon0894/statuses/584171756354674688","Я ем <b>рафаэлло</b> и чокопай так будто подвергаю их смертельным пыткам, это да http://t.co/wTFvfpzDxf","Я ем <b>рафаэлло</b> и чокопай так будто подвергаю их смертельным пыткам, это да http://t.co/wTFvfpzDxf","http://twitter.com/SPDmoon0894/statuses/584171756354674688","2015-04-04T04:52:54","-1","0","twitter.com","SPDmoon0894","","http://twitter.com/SPDmoon0894","2","0001-01-01T00:00:00","2015-05-20T12:00:11.3070000","50","0",NA,NA
"https://instagram.com/p/z_vKAgRwSC/","Опубликовано в Instagram","#доброеутро#праздник#женскийдень#подарки#приятности#дача#любимый#цветы#<b>рафаэлло#няшки</b> Замечательноу утро 8 марта?????? Любимый порадовал???????? супер день????????","https://instagram.com/p/z_vKAgRwSC","2015-03-09T08:52:20","1","0","instagram.com","🎀Анюта🎀","","http://instagram.com/zzolinka","2","2014-11-20T09:52:37.3870000","2015-06-05T17:23:48.6430000","741","0",NA,NA
"https://instagram.com/p/0AOKeEtsRi/#936839112155383556","Комментарий в Instagram","#<b>рафаэлло</b> #конфеты #сладкоежкам #непп #сладкожить #нямням #омномном","https://instagram.com/p/0AOKeEtsRi","2015-03-09T14:19:06","0","0","instagram.com","artmirkz","🌷Букеты из игрушек 
🍫Букеты из киндеров
🎉Подарки детям
🎁Подарки на все праздники! 🚘Доставка по Алматы,Казахстану! 7⃣7⃣0⃣2⃣1⃣5⃣4⃣1⃣5⃣3⃣8⃣","http://instagram.com/artmirkz","2","2014-08-10T12:01:42.9730000","2015-04-03T14:29:49.4230000","2368","0",NA,NA
"http://www.e1.ru/talk/forum/read.php?f=9&i=8240438&t=8240438&page=5#8244123","Re: Хозяева"," Цитата: От пользователя:  Краб на галерах ну все, теперь Индия - наши враг, продалась пендосам за <b>рафаэлки</b> Пока Путин, устами киселева, не сказал что враг - не враг, что бы она там не делала. ","http://www.e1.ru/talk/forum/read.php?f=9&i=8240438&t=8240438&page=5#8244123","2015-05-24T14:03:00","1","0","e1.ru","Osja Liberator","Osja Liberator","http://www.e1.ru/talk/forum/read.php?f=9&i=8240438&t=8240438&page=5#8244123","2","2015-05-24T20:04:25.0130000","2015-05-24T20:04:25.0130000","-1","0",NA,NA
"http://vk.com/wall230778464_253","Что вкуснее Ферреро роше или <b>Рафаэлло</b>? http://1001golos.ru/1191066 Что вкуснее Ферреро роше или <b>Рафаэлло</b>? Мой выбор: ","Что вкуснее Ферреро роше или <b>Рафаэлло</b>? http://1001golos.ru/1191066 Что вкуснее Ферреро роше или <b>Рафаэлло</b>? Мой выбор: <b>Рафаэлло</b>","http://vk.com/wall230778464_253","2015-04-04T08:00:31","1","0","vk.com","Egor Sorokin","Егор Сорокин","http://vk.com/id230778464","2","2015-04-04T08:09:47.5830000","2015-04-04T08:15:56.0100000","25","0",NA,NA
"http://vk.com/wall257002911_232","1. Гуламова 2. Румилям 3. Кудрятовна 4. Черный и синий 5. Песни Битиэс 6. Alpine Gold и Кит Кати <b>Рафаэло</b> 7. Фьюсти 8. 1","1. Гуламова 2. Румилям 3. Кудрятовна 4. Черный и синий 5. Песни Битиэс 6. Alpine Gold и Кит Кати <b>Рафаэло</b> 7. Фьюсти 8. 12 лет 9. Колдовская история( и моя) 10. Тая 11. Карие 12. ?? 13. Роза(красная или белая) 14. Алгебра, геометрия и география.","http://vk.com/wall257002911_232","2015-03-13T07:18:22","-1","0","vk.com","Yasmina Rashidova","Yasmina Rashidova","http://vk.com/id214475362","2","2015-03-07T06:38:05.3830000","2015-03-07T06:37:34.6100000","189","0",NA,NA
"https://instagram.com/p/3WxrhywHKx/","","#<b>рафаэлло</b>","https://instagram.com/p/3WxrhywHKx","2015-05-31T21:11:06","0","0","instagram.com","Варя","","http://instagram.com/varya_weit","2","2015-05-31T21:50:31.0400000","2015-05-31T21:50:29.0630000","27","0",NA,"https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s320x320/e15/11385184_556871087787810_460129447_n.jpg"
"http://www.baby.ru/community/view/126276/forum/post/400062095/#comment400110034","RE: чем отблагодарить стоматолога?","Дорогое шампанское и сундук <b>рафаэлло</b>","http://www.baby.ru/community/view/126276/forum/post/400062095/#comment400110034","2015-07-08T13:38:00","-1","0","baby.ru","Светлана","Светлана","http://www.baby.ru/u/usr452309/","2","2015-07-09T01:37:19.7370000","2015-07-09T01:37:19.7370000","-1","0",NA,NA
"http://vk.com/wall215614521_884","1)Юлиана 2)Латышева 3)Евгеньевна 4)красный 5)блондинка 6)09.01.3003 7)юлька 8)12 9)35-36 10)голубые 11)<b>рафаэло</b> 12)пепси","1)Юлиана 2)Латышева 3)Евгеньевна 4)красный 5)блондинка 6)09.01.3003 7)юлька 8)12 9)35-36 10)голубые 11)<b>рафаэло</b> 12)пепси","http://vk.com/wall215614521_884","2015-02-27T08:51:58","0","0","vk.com","Anna Sitnik","Анна Ситник","http://vk.com/id265474074","2","2015-02-27T11:36:03.2400000","2015-03-12T13:44:59.5570000","19","0",NA,NA
"http://my.mail.ru/bk/isachenko.88/micropost/39170000069a5804.html","ПИЗДЮЛИНА - ОНА ВЕДЬ КАК <b>РАФАЭЛЛО</b>, ВМЕСТО ТЫСЯЧИ СЛОВ!!!!! !)))))","ПИЗДЮЛИНА - ОНА ВЕДЬ КАК <b>РАФАЭЛЛО</b>, ВМЕСТО ТЫСЯЧИ СЛОВ!!!!! !)))))","http://my.mail.ru/bk/isachenko.88/micropost/39170000069a5804.html","2015-06-03T07:52:27","0","0","my.mail.ru","Лесик (ړײ)ღ","","http://my.mail.ru/bk/isachenko.88/","2","2014-07-18T15:20:53.6430000","2014-07-18T15:20:53.6430000","-1","0",NA,NA
"http://twitter.com/ganenko_k/statuses/578149914565349377","Это мои <b>рафаэлки</b>) #москва #сухарики #vsco #vscogrid #VSCOcam https://t.co/ezeQ0HFTNw","Это мои <b>рафаэлки</b>) #москва #сухарики #vsco #vscogrid #VSCOcam https://t.co/ezeQ0HFTNw","http://twitter.com/ganenko_k/statuses/578149914565349377","2015-03-18T14:04:17.2080878","0","0","twitter.com","ganenko_k","","http://twitter.com/ganenko_k","2","2014-06-02T10:20:14.0030000","2015-07-05T19:12:21.9370000","53","0","https://pbs.twimg.com/profile_images/553229864917274624/4RCVndUi_normal.jpeg",NA
"http://twitter.com/BeverlyPham4/statuses/586783743739875328","Конфеты А-ля <b>Рафаэлло</b> с фундуком","Конфеты А-ля <b>Рафаэлло</b> с фундуком","http://twitter.com/BeverlyPham4/statuses/586783743739875328","2015-04-11T09:52:01","0","1","twitter.com","BeverlyPham","","http://twitter.com/BeverlyPham4","2","2014-12-04T00:03:10.9800000","2015-06-18T19:16:11.3600000","2","0","https://pbs.twimg.com/profile_images/3623992372/bdd17b9f449a93f6ef2bf213c8359caf_normal.jpeg",NA
"https://instagram.com/p/4ZO4QVyTzO/","","#instasize#выезднаяроспись#<b>рафаэлло</b> #паркмузеон #","https://instagram.com/p/4ZO4QVyTzO","2015-06-26T16:36:07","0","0","instagram.com","Anna Ckvortsova","Wedding Photographer📷Family Photographer 📷 Europe, Russia.Обожаю свою работу, путешествие и жизнь😘😍Принимаю заказы на фото истории вашей жизни 💐","http://instagram.com/annavipstorm","2","2014-08-31T22:28:24.2300000","2015-06-05T20:38:57.9430000","1011","0",NA,"https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/s320x320/e15/10655102_410325082492545_1723784998_n.jpg"
"http://forumodua.com/showthread.php?t=2535057&page=23#post55139633","RE: Любимые сладости"," Сообщение от Zabava-23 Ещё раз убеждаюсь какой же вкусный Ваш мармелад, конфеты очень вкусные, особенно <b>Рафаэлло</b>, но мармелад покорил меня!!!!!!!Девочки, спасибо Вам большое за такую вкусную темку, я Ваша клиентка!!!!!!!!ш- Анжелочка, спасибо большое за столь лестный отзыв! Действительно, очень приятно, что не зря наш Мастер-кондитер Розка , помогает делать  ... ","http://forumodua.com/showthread.php?t=2535057&page=23#post55139633","2015-03-25T23:15:00","1","0","forumodua.com","Роза Майская","Роза Майская","http://forumodua.com/member.php?u=296078","2","2014-08-01T21:30:08.3600000","2014-08-01T21:30:08.3600000","-1","0",NA,NA
"http://vk.com/wall-44781847_20685353","Фоткать не хо IPhone Air Nike 2 коробки <b>Рафаэлло</b>","Фоткать не хо IPhone Air Nike 2 коробки <b>Рафаэлло</b>","http://vk.com/wall-44781847_20685353","2015-03-09T01:00:00","0","0","vk.com","Olga Zheleznaya","Ольга Железная","http://vk.com/id166864577","2","2014-12-23T05:38:34.4130000","2015-03-17T21:42:18.8100000","360","0",NA,NA
"http://twitter.com/vip_kurshakov/statuses/593370249938018304","«Я купил „<b>Рафаэлло</b>“ на 10 тыс. долларов»: гендиректор...","«Я купил „<b>Рафаэлло</b>“ на 10 тыс. долларов»: гендиректор...","http://twitter.com/vip_kurshakov/statuses/593370249938018304","2015-04-29T14:04:26","0","1","twitter.com","Даниил Куршаков","","http://twitter.com/vip_kurshakov","2","2014-09-30T12:12:45.0070000","2015-06-16T02:56:19.8400000","111","0","https://abs.twimg.com/sticky/default_profile_images/default_profile_0_normal.png",NA
"https://instagram.com/p/4ritLUQY2B/","","#конфеты#подарок#вкуснятина#ням#нямням#сладкое#сладость#<b>Рафаэлло</b>","https://instagram.com/p/4ritLUQY2B","2015-07-03T19:15:42","1","0","instagram.com","Diana Radchenko","","http://instagram.com/diana_radchenko0314","2","2015-07-03T19:19:57.6430000","2015-07-03T19:19:51.6700000","4","0",NA,"https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/s320x320/e15/10175167_329566817214045_32255861_n.jpg"
"http://twitter.com/Nansy_Mils/statuses/565533133924470784","RT @koffboy: 1)Покупаешь на 14 февраля самую роскошную валентинку и <b>рафаэлку</b> 2)Даришь маме 3)Еще полгода тебе никто не пытается найти работ…","RT @koffboy: 1)Покупаешь на 14 февраля самую роскошную валентинку и <b>рафаэлку</b> 2)Даришь маме 3)Еще полгода тебе никто не пытается найти работ…","http://twitter.com/Nansy_Mils/statuses/565533133924470784","2015-02-11T18:29:47.7925896","1","0","twitter.com","Nansy_Mils","","http://twitter.com/Nansy_Mils","2","2014-12-05T00:02:58.4870000","2015-04-03T12:48:33.3270000","15","0",NA,NA
"http://www.liveinternet.ru/users/jogikkk/post364897248/","Колбаска к чаю.","Серия сообщений ""Вкуснятина всякая"": Часть 1 - ммммм рафаэлло Часть 2 - Без заголовка ... Часть 15 - Пирожки за 10 минут Часть 16 - Ммммм рогалики Часть 17 - Колбаска к чаю.","http://www.liveinternet.ru/users/jogikkk/post364897248","2015-06-19T17:14:35","0","0","liveinternet.ru","jogikkk","jogikkk","http://www.liveinternet.ru/users/jogikkk/","2","2015-06-20T16:45:28.5530000","2015-06-20T16:45:28.5530000","-1","0","https://avatars.yandex.net/get-profile-avatar/feed.1018909007/normal",NA
"https://instagram.com/p/1WKmuMvbQi/","Опубликовано в Instagram","Добрый вечер, инстамир! Сегодня я уставшая, но довольная :) съела днём <b>рафаэлло</b> (день был очень очень плохой, а это мне помогает), потом поняла, что так нельзя, и мы с подругами поработали как следует:) надеюсь, полтора часа тренировок не прошли даром сегодня:) #пп #пэпэ #худею #худеемвинста #хочубытьстройной #зож # ... ","https://instagram.com/p/1WKmuMvbQi","2015-04-11T22:26:52","0","0","instagram.com","just wanna be the best","","http://instagram.com/mywaytobeauty1","2","2015-04-05T11:30:01.8170000","2015-04-05T11:29:20.0300000","7","0",NA,NA
"http://vk.com/wall228691993_233","1)Максим 2)доценко 3)хз 4)синий 5)каштан 6)26авуста 7)у тебя его нет 8)12 9)хз 10)Карий 11)<b>Рафаэлло</b> ,степ 12)Спрайт, кол","1)Максим 2)доценко 3)хз 4)синий 5)каштан 6)26авуста 7)у тебя его нет 8)12 9)хз 10)Карий 11)<b>Рафаэлло</b> ,степ 12)Спрайт, кола","http://vk.com/wall228691993_233","2015-05-06T15:09:34","-1","0","vk.com","Vika Kulish","Вика Кулиш","http://vk.com/id218233602","2","2015-05-06T18:47:42.0700000","2015-05-06T18:47:42.3370000","242","0",NA,NA
"http://twitter.com/apodosinovskiy/statuses/586338597718122498","<b>Рафаэлло</b>"" с орешками кешью Для приготовления «<b>Рафаэлло</b>» с орешками кешью ...","<b>Рафаэлло</b>"" с орешками кешью Для приготовления «<b>Рафаэлло</b>» с орешками кешью ...","http://twitter.com/apodosinovskiy/statuses/586338597718122498","2015-04-10T04:23:09","0","1","twitter.com","Адам Подосиновский7","","http://twitter.com/apodosinovskiy","2","2015-04-02T19:37:33.2230000","2015-06-17T09:46:49.0270000","34","0","https://abs.twimg.com/sticky/default_profile_images/default_profile_0_normal.png",NA
"http://vk.com/wall-58784835_4427","Привет всем. ЖК. Славянка. Есть свободные капкейки разных вкусов на завтра:), успейте заказать по пол цене - всего 50 ру","Привет всем. ЖК. Славянка. Есть свободные капкейки разных вкусов на завтра:), успейте заказать по пол цене - всего 50 рублей за какпейк :)) (колличество кексиков вы выбираете сами) на фото капкейки: <b>рафаэлло</b>, черничные, с варенной сгущенкой и ванильные:)) можете написать в лс:) всё это ручная работа, изготовленные из натуральных продуктов http://cs623117.vk.me/v623117003/2fd2b/bKy46hz4dXI.jpg http://cs623117.vk.me/v623117003/2fd22/NFe4iepQ8PA.jpg http:// ... ","http://vk.com/wall-58784835_4427","2015-05-17T09:08:13","0","0","vk.com","Отдам даром.Колпино Пушкин.Славянка","Плод милостыни произрастает обильно. 
Сей, раздавай и исполни дом добрыми приобретениями. 
Но ты скажешь: ""Я беден"". 
Пусть так, давай, что имеешь: 
Бог не требует больше возможного. 
Ты дашь хлеб, другой чашу, иной одежду 
и таким образом уничтожится несчастье одного. (Святитель Григорий Нисский)

У любви есть один глагол - отдавать.
(Пётр Мамонов)","http://vk.com/club58784835","2","0001-01-01T00:00:00","2015-06-18T16:43:18.8630000","1754","0",NA,NA
"http://twitter.com/HouserEustace/statuses/577883835825852417","... приходит в кафе сладкоежка и постоянно заказывает капучино или латте с <b>рафаэлло</b> ...","... приходит в кафе сладкоежка и постоянно заказывает капучино или латте с <b>рафаэлло</b> ...","http://twitter.com/HouserEustace/statuses/577883835825852417","2015-03-17T20:27:04.6545668","0","1","twitter.com","HouserEustace","","http://twitter.com/HouserEustace","2","2015-01-19T00:06:23.3470000","2015-05-30T18:30:05.5600000","3","0",NA,NA
"http://twitter.com/Chistjakova_Po/statuses/609424407925288960","","Мат - это как <b>рафаэлло</b>. Вместо тысячи слов","http://twitter.com/Chistjakova_Po/statuses/609424407925288960","2015-06-12T21:17:56","0","0","twitter.com","Chistjakova_Po","","http://twitter.com/Chistjakova_Po","2","0001-01-01T00:00:00","2015-05-28T17:16:32.4330000","15","0",NA,NA
"http://twitter.com/JackmanLaurene/statuses/572345515293200384","КОФЕ <b>РАФАЭЛЛО</b> в CoffeeMan! Relax! http://t.co/zvqinekJQj ...","КОФЕ <b>РАФАЭЛЛО</b> в CoffeeMan! Relax! http://t.co/zvqinekJQj ...","http://twitter.com/JackmanLaurene/statuses/572345515293200384","2015-03-02T13:39:43.4429178","0","0","twitter.com","JackmanLaurene","","http://twitter.com/JackmanLaurene","2","2015-01-19T21:18:58.9700000","2015-06-12T01:13:09.9300000","126","0",NA,NA
"http://twitter.com/TS_Prather/statuses/586214814650884097","RT @cindyls1969: Хороший удар в голову - это как <b>рафаэлло</b>, вместо тысячи слов. http://t.co/WWodYhp7hw","RT @cindyls1969: Хороший удар в голову - это как <b>рафаэлло</b>, вместо тысячи слов. http://t.co/WWodYhp7hw","http://twitter.com/TS_Prather/statuses/586214814650884097","2015-04-09T20:11:17","0","1","twitter.com","Устьянов Виктор","","http://twitter.com/TS_Prather","2","2015-01-05T14:49:04.5230000","2015-06-26T23:44:02.3800000","1","0",NA,NA
"http://twitter.com/galinawithlove/statuses/588798120663900160","""<b>РАФАЭЛЛО</b>"" С ОРЕШКАМИ КЕШЬЮ","""<b>РАФАЭЛЛО</b>"" С ОРЕШКАМИ КЕШЬЮ","http://twitter.com/galinawithlove/statuses/588798120663900160","2015-04-16T23:16:25","0","1","twitter.com","Оксана Денисова","а чувства есть всегда и у всех...","http://twitter.com/galinawithlove","2","2014-11-23T17:26:34.5800000","2015-04-17T00:39:13.3870000","1141","0",NA,NA
